City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Olafsvik,IS,64.89,-23.71,48.65,83,96,19.95,Clouds
1,Ushuaia,AR,-54.8,-68.3,42.8,70,40,10.29,Clouds
2,Zhigansk,RU,66.77,123.37,57.15,58,31,11.79,Clouds
3,Bethel,US,41.37,-73.41,75.99,88,90,4.7,Clouds
4,Hilo,US,19.73,-155.09,71.6,78,75,4.7,Clouds
5,Rikitea,PF,-23.12,-134.97,72.57,76,53,11.54,Clouds
6,Palaia Fokaia,GR,37.72,23.95,93.0,31,20,20.8,Clouds
7,Busselton,AU,-33.65,115.33,48.0,98,42,8.12,Rain
8,Santa Cruz,BO,-17.8,-63.17,86.0,39,0,14.99,Clear
9,Husavik,IS,66.04,-17.34,55.4,76,90,11.41,Clouds
10,Cape Town,ZA,-33.93,18.42,73.99,59,0,11.41,Clear
11,Nizwa,OM,22.93,57.53,103.35,23,23,5.55,Clouds
12,Ancud,CL,-41.87,-73.82,50.0,81,17,6.93,Clouds
13,Thompson,CA,55.74,-97.86,68.0,56,5,2.24,Clear
14,Jamestown,US,42.1,-79.24,75.0,94,90,11.41,Clouds
15,Port Alfred,ZA,-33.59,26.89,76.42,29,0,5.73,Clear
16,Bluff,NZ,-46.6,168.33,47.21,93,70,4.94,Clouds
17,Bredasdorp,ZA,-34.53,20.04,69.8,52,0,8.05,Clear
18,Asau,RO,46.43,26.4,72.0,52,25,4.9,Clouds
19,Castro,BR,-24.79,-50.01,65.77,54,4,7.27,Clear
20,Coihaique,CL,-45.58,-72.07,44.6,70,20,3.36,Clouds
21,Oistins,BB,13.07,-59.53,87.8,70,40,12.75,Rain
22,Pont-Audemer,FR,49.35,0.52,73.0,55,48,8.05,Clouds
23,Namibe,AO,-15.2,12.15,75.2,69,75,11.41,Clouds
24,Tateyama,JP,34.98,139.87,78.01,100,43,5.97,Clouds
25,Atambua,ID,-9.11,124.89,66.63,88,59,5.23,Clouds
26,Sitka,US,57.05,-135.33,57.2,93,90,3.36,Rain
27,Barrow,US,71.29,-156.79,35.6,86,90,11.41,Clouds
28,Hermanus,ZA,-34.42,19.23,66.0,68,0,1.01,Clear
29,College,US,64.86,-147.8,59.0,87,75,5.82,Rain
30,Mataura,NZ,-46.19,168.86,47.39,95,62,3.02,Clouds
31,Pochutla,MX,15.74,-96.47,87.01,66,75,2.46,Clouds
32,Mosquera,CO,4.71,-74.23,64.4,31,20,11.41,Clouds
33,Farso,DK,56.77,9.34,66.0,87,41,11.99,Clouds
34,Ixtapa,MX,20.7,-105.2,82.4,78,40,3.36,Clouds
35,Saldanha,ZA,-33.01,17.94,77.0,25,0,5.82,Clear
36,Kodiak,US,57.79,-152.41,51.8,87,90,4.0,Clouds
37,Punta Arenas,CL,-53.15,-70.92,41.0,80,68,23.04,Clouds
38,Pyshchug,RU,58.89,45.71,61.0,75,100,4.88,Rain
39,Saint-Philippe,RE,-21.36,55.77,69.8,64,90,11.41,Clouds
40,Saint George,US,37.1,-113.58,89.01,18,1,2.06,Clear
41,Mar Del Plata,AR,-38.0,-57.56,57.99,67,100,6.93,Clouds
42,Bilibino,RU,68.05,166.44,39.81,86,88,2.75,Clouds
43,Paraiso,CR,9.84,-83.87,82.4,54,20,10.29,Clouds
44,Nemuro,JP,43.32,145.57,63.37,94,95,12.3,Clouds
45,Portland,US,45.52,-122.68,66.99,82,90,2.1,Clouds
46,Butaritari,KI,3.07,172.79,81.81,77,36,16.71,Clouds
47,Atuona,PF,-9.8,-139.03,78.46,77,2,18.63,Clear
48,Arlit,NE,18.74,7.39,100.08,27,14,9.08,Clouds
49,Chuy,UY,-33.7,-53.46,63.66,75,100,9.82,Clouds
50,Kargopol,RU,61.51,38.95,58.5,87,1,4.32,Rain
51,Hobart,AU,-42.88,147.33,46.4,75,75,10.29,Rain
52,Whitehorse,CA,60.72,-135.05,53.6,71,75,10.29,Clouds
53,Guantanamo,CU,20.14,-75.21,87.01,74,75,3.36,Clouds
54,Bambous Virieux,MU,-20.34,57.76,71.6,68,75,16.11,Rain
55,Mahebourg,MU,-20.41,57.7,71.6,68,75,16.11,Rain
56,Necochea,AR,-38.55,-58.74,55.0,78,100,10.0,Clouds
57,Mount Isa,AU,-20.73,139.5,51.8,53,0,2.24,Clear
58,Vitina,BA,43.24,17.48,96.8,20,0,9.17,Clear
59,Anadyr,RU,64.75,177.48,48.2,87,75,5.93,Clouds
60,Lebu,CL,-37.62,-73.65,54.5,88,71,6.11,Clouds
61,Mount Gambier,AU,-37.83,140.77,46.4,81,90,6.93,Clouds
62,Saint-Joseph,RE,-21.37,55.62,69.8,64,90,11.41,Clouds
63,Luderitz,NA,-26.65,15.16,86.0,13,0,3.36,Clear
64,Salalah,OM,17.02,54.09,82.4,88,40,10.29,Clouds
65,Puerto Ayora,EC,-0.74,-90.35,69.8,83,75,14.99,Clouds
66,Vaini,TO,-21.2,-175.2,73.4,83,75,10.29,Clouds
67,San Juan,AR,-31.54,-68.54,61.72,31,1,15.88,Clear
68,Wattegama,LK,6.8,81.48,80.6,88,90,9.17,Clouds
69,Yellowknife,CA,62.46,-114.35,70.0,68,40,13.87,Clouds
70,Margate,GB,51.38,1.39,73.0,45,19,1.01,Clouds
71,Kayerkan,RU,69.35,87.76,69.8,46,100,6.71,Clouds
72,Talnakh,RU,69.49,88.4,69.8,46,94,6.71,Clouds
73,San Marcos,US,33.14,-117.17,80.01,100,90,3.36,Mist
74,High Level,CA,58.52,-117.14,66.2,82,20,4.7,Clouds
75,Caravelas,BR,-17.71,-39.25,76.73,63,24,11.68,Clouds
76,Sioux Lookout,CA,50.1,-91.92,62.6,59,75,10.29,Clouds
77,Dikson,RU,73.51,80.55,50.81,85,75,7.72,Clouds
78,Avera,US,33.19,-82.53,89.6,59,1,5.82,Clear
79,Saskylakh,RU,71.92,114.08,65.66,58,98,2.68,Clouds
80,Albany,US,42.6,-73.97,77.0,70,52,12.53,Clouds
81,Wanaka,NZ,-44.7,169.15,46.99,84,88,1.01,Clouds
82,Aklavik,CA,68.22,-135.01,50.0,100,90,6.93,Rain
83,Upernavik,GL,72.79,-56.15,43.21,63,69,8.93,Clouds
84,Coronon,PH,6.88,125.45,78.8,83,90,5.82,Rain
85,Nouadhibou,MR,20.93,-17.03,78.8,74,0,20.8,Clear
86,Martapura,ID,-3.42,114.85,78.8,88,90,2.24,Clouds
87,Vigrestad,NO,58.57,5.7,57.0,90,86,11.01,Rain
88,Bubaque,GW,11.28,-15.83,81.05,80,83,11.95,Rain
89,Tura,IN,25.52,90.22,79.9,83,89,2.26,Clouds
90,Wamba,NG,8.93,8.6,78.73,85,99,6.35,Rain
91,Najran,SA,17.49,44.13,93.2,32,40,11.41,Clouds
92,Geraldton,AU,-28.77,114.6,48.2,93,40,6.93,Clouds
93,Oudtshoorn,ZA,-33.59,22.2,69.8,40,0,4.7,Clear
94,Ozinki,RU,51.18,49.68,76.1,38,58,5.39,Clouds
95,Dingzhou,CN,38.51,115.0,82.4,88,75,6.85,Clouds
96,Inhapim,BR,-19.55,-42.12,71.13,62,72,2.93,Rain
97,Port Elizabeth,ZA,-33.92,25.57,78.8,29,0,5.82,Clear
98,Kapaa,US,22.08,-159.32,78.8,74,75,16.11,Clouds
99,Burns Lake,CA,54.23,-125.75,58.64,68,99,1.66,Clouds
100,Lompoc,US,34.64,-120.46,53.6,100,0,3.36,Mist
101,Hithadhoo,MV,-0.6,73.08,83.68,74,44,10.49,Clouds
102,Aku,NG,6.71,7.32,76.53,83,98,6.53,Clouds
103,Arraial Do Cabo,BR,-22.97,-42.03,75.2,57,40,10.29,Clouds
104,East London,ZA,-33.02,27.91,80.6,32,0,6.93,Clear
105,Iqaluit,CA,63.75,-68.51,50.0,81,75,4.7,Rain
106,Broome,US,42.25,-75.83,80.01,78,90,9.17,Clouds
107,Ribeira Grande,PT,38.52,-28.7,75.2,69,20,8.05,Clouds
108,Victoria,HK,22.29,114.16,82.0,91,100,14.0,Rain
109,Tototlan,MX,20.55,-102.8,64.99,77,75,2.1,Clouds
110,Ust-Maya,RU,60.42,134.53,56.01,62,0,2.59,Clear
111,Pozo Colorado,PY,-23.49,-58.8,87.51,31,0,12.26,Clear
112,New Norfolk,AU,-42.78,147.06,46.0,83,98,1.01,Rain
113,Lodja,CD,-3.48,23.43,95.16,26,62,1.41,Clouds
114,Qaanaaq,GL,77.48,-69.36,38.19,86,100,16.67,Clouds
115,Port Blair,IN,11.67,92.75,82.94,80,100,22.7,Rain
116,Airai,TL,-8.93,125.41,54.37,100,88,2.66,Clouds
117,Champerico,GT,14.3,-91.92,86.0,70,20,6.93,Clouds
118,Henties Bay,NA,-22.12,14.28,78.3,26,0,11.3,Clear
119,Sao Joao Da Barra,BR,-21.64,-41.05,77.0,53,40,4.7,Clouds
120,Katsuura,JP,35.13,140.3,77.0,88,40,5.82,Clouds
121,Dingle,PH,11.0,122.67,77.76,83,100,4.92,Clouds
122,Fairbanks,US,64.84,-147.72,59.0,93,90,5.82,Rain
123,Phangnga,TH,8.45,98.53,78.8,88,75,18.34,Rain
124,Hofn,IS,64.25,-15.21,53.6,87,90,11.41,Rain
125,Virden,US,39.5,-89.77,75.99,77,0,4.0,Clear
126,Emerald,AU,-23.53,148.17,55.4,76,75,5.82,Clouds
127,Ahipara,NZ,-35.17,173.17,55.94,83,100,14.16,Clouds
128,Xinzhou,CN,38.41,112.73,75.29,40,94,2.35,Clouds
129,Wyndham,US,37.7,-77.61,90.0,62,1,11.41,Clear
130,Mandera,KE,3.94,41.87,85.5,41,76,20.71,Clouds
131,Caborca,MX,30.58,-111.1,82.99,59,97,5.01,Clouds
132,Saint Anthony,US,45.02,-93.22,68.0,64,40,13.87,Clouds
133,Nanortalik,GL,60.14,-45.24,47.39,90,98,10.94,Clouds
134,Faanui,PF,-16.48,-151.75,78.44,79,43,12.48,Clouds
135,Keetmanshoop,NA,-26.58,18.13,78.8,11,0,14.99,Clear
136,Trairi,BR,-3.28,-39.27,87.85,50,0,14.76,Clear
137,Tasiilaq,GL,65.61,-37.64,55.4,32,16,14.99,Clouds
138,Corrientes,AR,-27.48,-58.83,84.99,32,31,16.11,Clouds
139,Verkhoyansk,RU,67.54,133.38,53.8,60,0,5.46,Clear
140,Port Hardy,CA,50.7,-127.42,60.8,87,90,4.61,Clouds
141,Narsaq,GL,60.92,-46.05,51.8,76,75,3.36,Drizzle
142,Aswan,EG,24.09,32.91,109.2,14,82,11.16,Clouds
143,Okhotsk,RU,59.38,143.3,52.99,77,0,1.7,Clear
144,Ulundi,ZA,-28.34,31.42,72.73,30,0,6.62,Clear
145,Kenai,US,60.55,-151.26,55.4,93,90,2.53,Clouds
146,Khatanga,RU,71.97,102.5,62.51,67,3,4.83,Clear
147,Ust-Ishim,RU,57.69,71.17,76.08,80,100,5.77,Clouds
148,Vestmannaeyjar,IS,63.44,-20.27,53.6,87,75,13.87,Clouds
149,Hirado,JP,33.36,129.55,80.01,81,46,1.99,Clouds
150,Cabo San Lucas,MX,22.89,-109.91,86.0,55,40,5.41,Clouds
151,Banyo,CM,6.75,11.82,73.22,87,100,1.52,Rain
152,Lavrentiya,RU,65.58,-171.0,42.84,79,91,6.4,Clouds
153,Rockport,US,28.02,-97.05,84.99,74,20,5.82,Clouds
154,Maryville,US,35.76,-83.97,78.8,57,90,11.41,Clouds
155,Beringovskiy,RU,63.05,179.32,47.79,76,100,14.09,Clouds
156,San Quintin,MX,30.48,-115.95,74.37,69,0,3.8,Clear
157,Yulara,AU,-25.24,130.99,44.6,20,0,2.24,Clear
158,Tuktoyaktuk,CA,69.45,-133.04,50.0,71,90,20.8,Clouds
159,Praia Da Vitoria,PT,38.73,-27.07,77.0,61,40,9.66,Clouds
160,Kieta,PG,-6.22,155.63,77.94,81,5,4.72,Clear
161,Chokurdakh,RU,70.63,147.92,46.63,76,48,4.43,Clouds
162,Cidreira,BR,-30.18,-50.21,66.65,60,53,7.74,Clouds
163,Puerto Madryn,AR,-42.77,-65.04,54.9,42,50,16.17,Clouds
164,Oksbol,DK,55.63,8.29,66.99,88,68,11.41,Rain
165,Shihezi,CN,44.3,86.03,83.93,19,100,6.76,Clouds
166,Nioro,GM,13.35,-15.75,75.96,95,100,2.06,Rain
167,Ugoofaaru,MV,5.67,73.0,83.08,82,100,15.3,Clouds
168,Esperance,AU,-33.87,121.9,51.8,81,75,8.05,Clouds
169,Great Yarmouth,GB,52.61,1.73,75.99,52,32,3.0,Rain
170,Linhares,BR,-19.39,-40.07,76.24,54,35,9.48,Clouds
171,Yazd,IR,31.9,54.37,100.4,17,20,4.7,Clouds
172,Severo-Kurilsk,RU,50.68,156.12,52.63,90,100,1.57,Clouds
173,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,57.2,100,75,2.24,Rain
174,Alugan,PH,12.22,125.48,82.0,74,97,2.89,Clouds
175,Provideniya,RU,64.38,-173.3,42.28,70,92,9.89,Clouds
176,Plettenberg Bay,ZA,-34.05,23.37,78.13,26,0,6.49,Clear
177,Kabalo,CD,-6.05,26.92,95.09,17,74,9.01,Clouds
178,Kaitangata,NZ,-46.28,169.85,51.01,85,85,1.99,Clouds
179,Kathmandu,NP,27.72,85.32,77.0,88,40,6.93,Clouds
180,Itupiranga,BR,-5.13,-49.33,91.4,38,40,5.82,Clouds
181,Adrar,MR,20.5,-10.07,109.02,6,0,10.4,Clear
182,Fuyang,CN,32.9,115.82,82.26,86,81,5.32,Clouds
183,Pinega,RU,64.7,43.39,51.78,94,100,7.65,Rain
184,Skibbereen,IE,51.55,-9.27,64.4,55,75,9.17,Clouds
185,Georgetown,MY,5.41,100.34,84.2,83,20,4.7,Clouds
186,Ouadda,CF,8.08,22.4,76.6,84,91,3.42,Rain
187,Deming,US,32.27,-107.76,78.8,41,1,9.17,Clear
188,Luce,FR,48.44,1.46,75.0,40,100,8.01,Clouds
189,Carnarvon,AU,-24.87,113.63,62.6,77,0,14.99,Clear
190,La Ronge,CA,55.1,-105.28,68.0,72,20,4.7,Clouds
191,Mecca,SA,21.43,39.83,95.79,41,76,13.71,Clouds
192,Celestun,MX,20.87,-90.4,85.24,68,3,6.76,Clear
193,Kutum,SD,14.2,24.67,77.77,62,97,5.91,Rain
194,Laguna,US,38.42,-121.42,66.0,63,5,5.82,Clear
195,Biloela,AU,-24.42,150.5,52.61,84,0,4.79,Clear
196,Saint-Jean-De-Maurienne,FR,45.17,6.58,64.99,66,52,11.99,Rain
197,Pangnirtung,CA,66.15,-65.71,54.0,55,8,4.0,Clear
198,Ammon,US,43.47,-111.97,73.0,63,1,8.05,Clear
199,Vityazevo,RU,44.99,37.27,78.8,41,40,8.95,Clouds
200,Alice Springs,AU,-23.7,133.88,48.2,24,0,3.36,Clear
201,Ibra,OM,22.69,58.53,95.18,38,0,13.4,Clear
202,Vitoria Da Conquista,BR,-14.87,-40.84,70.05,60,18,11.79,Clouds
203,North Bend,US,43.41,-124.22,59.0,100,90,0.67,Fog
204,Yeniseysk,RU,58.45,92.17,62.96,64,0,4.7,Clear
205,Kannad,IN,20.27,75.13,82.4,83,40,3.36,Clouds
206,Destin,US,30.39,-86.5,89.01,66,75,5.82,Clouds
207,Pitimbu,BR,-7.47,-34.81,82.4,74,75,18.34,Clouds
208,Along,IN,28.17,94.77,77.27,88,59,0.16,Rain
209,Novo Aripuana,BR,-5.12,-60.38,94.3,27,43,4.79,Clouds
210,Deputatskiy,RU,69.3,139.9,43.34,87,27,3.71,Clouds
211,Point Pedro,LK,9.82,80.23,83.26,78,100,21.18,Rain
212,Pevek,RU,69.7,170.31,35.38,88,97,1.28,Clouds
213,Hebi,CN,35.9,114.19,82.6,75,0,7.34,Clear
214,Dillon,US,34.42,-79.37,89.01,79,1,9.17,Clear
215,Puerto Carreno,CO,6.19,-67.49,84.2,74,75,5.82,Clouds
216,Mahon,ES,39.89,4.27,84.2,51,0,19.46,Clear
217,Coahuayana,MX,18.73,-103.68,78.8,78,40,1.5,Clouds
218,Piste,MX,20.7,-88.58,88.56,57,10,3.78,Clear
219,Ilulissat,GL,69.22,-51.1,46.4,75,20,4.7,Clouds
220,Pisco,PE,-13.7,-76.22,62.6,67,1,5.82,Clear
221,Tuatapere,NZ,-46.13,167.68,45.68,91,53,3.31,Clouds
222,Kulu,TR,39.1,33.08,85.91,19,2,14.36,Clear
223,Klyuchi,RU,52.27,79.17,73.96,58,0,11.12,Clear
224,Ulladulla,AU,-35.35,150.47,46.4,81,67,8.05,Clouds
225,Saint-Francois,FR,46.42,3.91,78.8,47,100,10.29,Rain
226,Avarua,CK,-21.21,-159.78,59.0,93,100,2.24,Clouds
227,Batemans Bay,AU,-35.72,150.18,42.01,92,69,4.47,Clouds
228,Hasaki,JP,35.73,140.83,70.0,100,40,4.7,Mist
229,Tarakan,ID,3.3,117.63,81.77,77,100,6.13,Clouds
230,San Francisco Del Mar,MX,16.23,-94.65,85.19,65,95,13.71,Clouds
231,Iracoubo,GF,5.48,-53.2,80.35,82,71,6.87,Rain
232,Tautira,PF,-17.73,-149.15,73.4,78,75,4.7,Clouds
233,Port Elgin,CA,46.05,-64.09,82.4,48,20,10.29,Clouds
234,Turbat,PK,26.0,63.04,94.01,50,1,13.53,Clear
235,Port Moresby,PG,-9.44,147.18,72.7,86,30,11.74,Clouds
236,Coquimbo,CL,-29.95,-71.34,59.0,67,67,5.82,Clouds
237,Strangnas,SE,59.38,17.03,75.2,53,26,10.29,Clouds
238,Fort-Shevchenko,KZ,44.51,50.26,81.57,56,45,15.28,Clouds
239,Orlik,RU,52.52,99.83,51.75,81,99,3.13,Clouds
240,Nanyang,CN,32.99,112.53,81.18,84,70,7.65,Clouds
241,Shubarshi,KZ,48.59,57.19,93.29,14,30,9.01,Clouds
242,Auki,SB,-8.77,160.7,77.13,85,4,3.67,Clear
243,Ostrovnoy,RU,68.05,39.51,51.17,85,100,12.91,Clouds
244,Nichinan,JP,31.6,131.37,77.11,84,4,4.79,Clear
245,Cherskiy,RU,68.75,161.3,46.85,75,100,4.54,Clouds
246,Manadhoo,MV,5.77,73.38,83.03,82,100,14.58,Rain
247,Batagay-Alyta,RU,67.8,130.41,51.04,70,7,6.06,Clear
248,Kyzyl-Suu,KG,42.34,78.0,61.57,72,59,1.48,Rain
249,Haapiti,PF,-17.57,-149.87,73.4,78,75,4.7,Clouds
250,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,84.2,70,20,6.93,Clouds
251,Tiksi,RU,71.69,128.87,42.64,92,82,4.43,Clouds
252,Nikolskoye,RU,59.7,30.79,64.99,63,75,8.95,Clouds
253,Harnosand,SE,62.63,17.94,71.01,72,100,10.29,Clouds
254,Ostersund,SE,63.18,14.64,69.8,56,97,11.41,Clouds
255,Aguimes,ES,27.91,-15.45,84.99,58,20,31.09,Clouds
256,Vila,PT,42.03,-8.16,80.01,37,98,7.0,Clouds
257,Usak,TR,38.5,29.42,87.8,18,0,13.87,Clear
258,Olavarria,AR,-36.89,-60.32,60.01,53,100,1.99,Clouds
259,Ban Nahin,LA,18.24,104.21,74.41,93,100,3.4,Rain
260,Cajazeiras,BR,-6.89,-38.56,89.15,38,68,11.36,Clouds
261,Xichang,CN,27.9,102.26,69.22,76,90,3.36,Rain
262,Luganville,VU,-15.53,167.17,77.0,83,75,3.36,Clouds
263,Manzhouli,CN,49.6,117.43,60.82,78,12,9.91,Clouds
264,Ponta Do Sol,PT,32.67,-17.1,77.0,65,20,26.4,Clouds
265,Padang,ID,-0.95,100.35,78.15,77,27,4.09,Clouds
266,Yairipok,IN,24.67,94.07,75.25,92,95,1.68,Clouds
267,Jackson,US,42.42,-122.83,66.99,55,1,3.36,Clear
268,Svetlaya,RU,46.54,138.33,68.49,88,61,4.99,Rain
269,Dunedin,NZ,-45.87,170.5,48.99,87,85,2.62,Clouds
270,Tual,ID,-5.67,132.75,77.56,83,87,18.97,Clouds
271,Kuminskiy,RU,58.67,66.57,76.96,62,1,7.81,Clear
272,Vrangel,RU,42.73,133.08,68.54,97,100,10.58,Clouds
273,Coatzintla,MX,20.48,-97.45,84.2,74,5,3.0,Clear
274,Kazanskoye,RU,55.64,69.23,77.34,56,23,5.14,Clouds
275,Grand-Santi,GF,4.25,-54.38,81.36,75,93,1.05,Clouds
276,Sabha,LY,27.04,14.43,100.83,8,0,12.66,Clear
277,Baruun-Urt,MN,46.68,113.28,58.84,83,40,8.93,Clouds
278,Grindavik,IS,63.84,-22.43,51.8,81,75,13.87,Clouds
279,Solwezi,ZM,-12.17,26.39,75.87,21,91,7.14,Clouds
280,Faya,SA,18.39,42.45,69.8,83,40,11.41,Thunderstorm
281,Iquique,CL,-20.22,-70.14,62.6,59,40,10.29,Clouds
282,Ulaangom,MN,49.98,92.07,59.16,55,18,2.17,Clouds
283,Nome,US,64.5,-165.41,46.4,93,1,7.4,Clear
284,Kasama,ZM,-10.21,31.18,74.16,28,88,8.75,Clouds
285,Alofi,NU,-19.06,-169.92,60.8,93,4,2.24,Clear
286,Gainesville,US,29.65,-82.32,90.0,66,1,9.17,Clear
287,Kirensk,RU,57.79,108.11,64.71,57,0,8.28,Clear
288,Rocha,UY,-34.48,-54.33,64.4,82,100,3.67,Clouds
289,Roald,NO,62.58,6.13,60.8,93,75,2.24,Rain
290,Prattville,US,32.46,-86.46,90.0,70,1,2.3,Clear
291,Aykhal,RU,66.0,111.5,66.2,39,36,4.47,Clouds
292,Kiruna,SE,67.86,20.23,60.8,59,89,8.05,Clouds
293,Makasar,ID,-5.14,119.42,75.2,78,20,3.36,Clouds
294,Borovskoy,KZ,53.8,64.15,78.15,55,0,11.61,Clear
295,Pervomayskoye,RU,43.92,46.71,82.42,47,76,10.58,Clouds
296,Omboue,GA,-1.57,9.26,75.4,73,99,10.36,Clouds
297,Tongliao,CN,43.61,122.27,72.95,79,95,10.58,Clouds
298,Severo-Yeniseyskiy,RU,60.37,93.04,56.23,68,0,1.36,Clear
299,Misasi,TZ,-3.0,33.08,84.2,25,1,11.41,Clear
300,Malkangiri,IN,18.35,81.9,81.39,85,100,5.86,Rain
301,Jardim,BR,-21.48,-56.14,86.63,29,0,9.95,Clear
302,Vila Franca Do Campo,PT,37.72,-25.43,75.2,69,20,9.17,Clouds
303,Guerrero Negro,MX,27.98,-114.06,76.69,63,53,7.31,Clouds
304,Krasnoye,UA,49.91,24.61,71.6,49,75,4.47,Clouds
305,Bandarbeyla,SO,9.49,50.81,85.87,48,88,24.27,Clouds
306,Marsabit,KE,2.33,37.99,75.56,34,27,26.42,Clouds
307,Kavaratti,IN,10.57,72.64,82.4,81,100,23.91,Rain
308,Magrath,CA,49.42,-112.87,69.8,73,75,4.7,Clouds
309,Lebanon,US,36.21,-86.29,75.2,73,20,4.7,Clouds
310,Loreto,MX,22.27,-101.97,66.79,54,1,4.14,Clear
311,Minab,IR,27.15,57.08,93.2,67,40,4.7,Clouds
312,Russell,US,32.35,-85.2,87.8,74,1,1.14,Clear
313,Nandura,IN,20.83,76.45,86.25,72,57,1.45,Rain
314,Rio Grande,BR,-32.03,-52.1,73.4,64,99,13.87,Clouds
315,Lensk,RU,60.73,114.93,60.51,74,8,4.68,Clear
316,Harlingen,US,26.19,-97.7,82.99,88,75,4.52,Clouds
317,Sambava,MG,-14.27,50.17,73.36,78,15,19.69,Rain
318,Chalus,IR,36.66,51.42,84.2,70,40,4.7,Clouds
319,Nabire,ID,-3.37,135.48,75.69,90,50,3.78,Clouds
320,Boyabat,TR,41.47,34.77,77.0,61,75,10.29,Clouds
321,Krasnoselkup,RU,65.7,82.47,61.21,86,12,5.35,Clouds
322,Nazarovo,RU,56.01,90.39,61.23,87,11,4.29,Clouds
323,Banda Aceh,ID,5.56,95.32,81.41,74,100,11.83,Clouds
324,Port-Cartier,CA,50.03,-66.87,73.4,64,20,8.05,Clouds
325,Belaya Gora,RU,68.53,146.42,56.01,61,55,5.82,Clouds
326,Richards Bay,ZA,-28.78,32.04,71.24,69,0,14.09,Clear
327,Palmer,US,42.16,-72.33,81.0,69,90,8.05,Clouds
328,Zonguldak,TR,41.25,31.83,73.44,51,0,9.01,Clear
329,Ouricuri,BR,-7.88,-40.08,74.75,62,100,9.55,Clouds
330,Paka,MY,4.64,103.44,82.4,88,100,2.24,Rain
331,Porto Novo,BJ,6.5,2.6,82.4,74,20,17.22,Clouds
332,Pemex,MX,18.44,-96.35,82.78,75,1,1.48,Clear
333,Port Macquarie,AU,-31.43,152.92,46.0,97,85,4.47,Clouds
334,Coolum Beach,AU,-26.53,153.1,55.0,96,10,5.08,Clear
335,Codrington,AU,-38.27,141.97,45.77,80,100,6.73,Clouds
336,Beira,MZ,-19.84,34.84,69.53,72,61,9.42,Clouds
337,Norman Wells,CA,65.28,-126.83,62.6,88,75,6.93,Thunderstorm
338,Isangel,VU,-19.55,169.27,66.97,71,7,11.79,Clear
339,Jining,CN,35.41,116.58,78.93,92,0,10.6,Clear
340,Marshall,US,34.38,-86.33,80.01,36,15,5.28,Clouds
341,Amapa,BR,1.0,-52.0,88.84,53,18,4.74,Clouds
342,Kinsale,IE,51.71,-8.53,64.4,55,75,9.17,Clouds
343,Mbuguni,TZ,-3.57,36.95,77.0,53,75,6.93,Clouds
344,Asyut,EG,27.18,31.18,104.0,17,0,14.99,Clear
345,Frederikshavn,DK,57.44,10.54,64.99,74,15,13.15,Clouds
346,Mahibadhoo,MV,3.78,72.97,83.03,80,100,12.88,Clouds
